시도명,시군구명,의료기관종별,의료기관명,개설구분,개설일자,입원실,병상,연락처,응급의료센터지정,소재지도로명주소,소재지지번주소,경도,위도,데이터기준일자
강원도,동해시,의원,호재의원,사립,12/24/2013,0,0,033-533-3155,N,강원도 동해시 발한로 209 (발한동),강원도 동해시 발한동 39-17 ,129.1085512,37.5483321,03/01/2018
강원도,동해시,의원,홍정안외과의원,사립,01/12/2001,6,20,033-535-0959,N,강원도 동해시 중앙로 237  4층 (천곡동  삼양골든상가),강원도 동해시 천곡동 1072,129.1137753,37.5220312,03/01/2018
강원도,동해시,한의원,홍제한의원,사립,07/01/2000,0,0,033-522-3669,N,강원도 동해시 효자로 686-4 (효가동),강원도 동해시 효가동 93,129.1094068,37.4919515,03/01/2018
강원도,동해시,병원,의료법인 동해동인병원,사립,07/25/1983,83,399,033-532-3006,Y,강원도 동해시 하평로 26 (평릉동),강원도 동해시 평릉동 134,129.1073994,37.5301401,03/01/2018
강원도,동해시,병원,근로복지공단 동해병원,공립,01/25/1983,72,355,033-530-3100,Y,강원도 동해시 하평로 11 (평릉동),강원도 동해시 평릉동 190,129.1077852,37.5313691,03/01/2018
강원도,동해시,병의원,동해요양병원,사립,12/24/2015,41,277,033-531-2500,N,강원도 동해시 중앙로 218 (천곡동  해람병원),강원도 동해시 천곡동 884,129.1156844,37.5203311,03/01/2018
강원도,동해시,병의원,동해금강요양병원,사립,06/01/2008,20,99,033-520-7200,N,강원도 동해시 동해대로 5143 (효가동),강원도 동해시 효가동 363-8,129.1064729,37.5032592,03/01/2018
강원도,동해시,병의원,동해이레요양병원,사립,03/14/2006,17,124,033-533-7741,N,강원도 동해시 덕골길 76-40 (천곡동),강원도 동해시 천곡동 585,129.0969169,37.5179281,03/01/2018
강원도,동해시,병의원,한마음병원,사립,03/04/2006,24,113,033-533-8275,N,강원도 동해시 중앙로 210 (천곡동),강원도 동해시 천곡동 888,129.1158673,37.5196976,03/01/2018
강원도,동해시,약국,그랜드약국,사립,05/18/2016,,,033-535-7770,N,강원도 동해시 청운1길 48 (쇄운동),강원도 동해시 쇄운동 33-4 ,129.1084789,37.48579171,03/01/2018
강원도,동해시,약국,대학로약국,사립,08/28/2015,,,033-532-0088,N,강원도 동해시 대학로 20 (천곡동  명동빌딩),강원도 동해시 천곡동 1073-2,129.1132355,37.52232731,03/01/2018
강원도,동해시,약국,삼성약국,사립,03/03/2015,,,033-532-6918,N,강원도 동해시 발한로 212-1 (발한동),강원도 동해시 발한동 39-1 ,129.1090083,37.54840611,03/01/2018
강원도,동해시,약국,그린옵티마약국,사립,05/30/2013,,,033-533-8441,N,강원도 동해시 한섬로 111-7 (천곡동),강원도 동해시 천곡동 863 ,129.1153111,37.52215461,03/01/2018
강원도,동해시,약국,시네마약국,사립,02/01/2013,,,033-532-4488,N,강원도 동해시 한섬로 111-7 (천곡동),강원도 동해시 천곡동 863 ,129.1153111,37.52215461,03/01/2018
강원도,동해시,약국,한성약국,사립,10/29/2012,,,033-535-5320,N,강원도 동해시 발한로 209 (발한동),강원도 동해시 발한동 39-17,129.1085512,37.54833211,03/01/2018
강원도,동해시,약국,으뜸길약국,사립,05/29/2012,,,033-522-3868,N,강원도 동해시 효자로 690 (효가동),강원도 동해시 효가동 150-6,129.1097384,37.49220071,03/01/2018
강원도,동해시,약국,무지개약국,사립,07/01/2011,,,033-532-0609,N,강원도 동해시 천곡로 76  104호 (천곡동),강원도 동해시 천곡동 1075-2,129.1132665,37.52288841,03/01/2018
강원도,동해시,약국,건강약국,사립,05/02/2011,,,033-535-7525,N,강원도 동해시 천곡로 68  111호 (천곡동),강원도 동해시 천곡동 1076,129.1128112,37.52323421,03/01/2018
강원도,동해시,약국,강남프라자약국,사립,08/16/2010,,,033-521-2277,N,강원도 동해시 동해대로 5133 (효가동),강원도 동해시 효가동 360-1 ,129.1079114,37.50294381,03/01/2018
강원도,동해시,약국,삼삼온누리약국,사립,11/23/2009,,,033-533-3993,N,강원도 동해시 천곡로 52  103호 (천곡동  영동빌딩),강원도 동해시 천곡동 1078-2,129.1109061,37.52376571,03/01/2018
강원도,동해시,약국,김약국,사립,04/07/2008,,,033-535-7010,N,강원도 동해시 충혼길 41 (천곡동),강원도 동해시 천곡동 1002-8 ,129.1158531,37.51760371,03/01/2018
강원도,동해시,약국,연세약국,사립,06/14/2007,,,033-532-2500,N,강원도 동해시 천곡로 68  101호 (천곡동),강원도 동해시 천곡동 1076,129.1128112,37.52323421,03/01/2018
강원도,동해시,약국,미소약국,사립,02/01/2007,,,033-521-3977,N,강원도 동해시 청운1길 51 (쇄운동),강원도 동해시 쇄운동 1-5,129.1088477,37.48626131,03/01/2018
강원도,동해시,약국,메디칼25시약국,사립,08/23/2006,,,033-534-1722,N,강원도 동해시 삼화로 16 (이로동),강원도 동해시 이로동 99-2 ,129.0675775,37.48724601,03/01/2018
강원도,동해시,약국,해맑은약국,사립,02/16/2005,,,033-535-3316,N,강원도 동해시 중앙로 249 (천곡동),강원도 동해시 천곡동 1074,129.1134405,37.52272191,03/01/2018
강원도,동해시,약국,정약국,사립,11/01/2004,,,033-522-0764,N,강원도 동해시 효자남길 16  1층 (동회동  월드상가),강원도 동해시 동회동 81-2,129.1087511,37.48768401,03/01/2018
강원도,동해시,약국,하나로약국,사립,07/31/2003,,,033-532-7978,N,강원도 동해시 천곡로 48 (천곡동),강원도 동해시 천곡동 1078-1 ,129.1105062,37.52388571,03/01/2018
강원도,동해시,약국,조은약국,사립,03/28/2001,,,033-532-0299,N,강원도 동해시 하평로 14 (평릉동),강원도 동해시 평릉동 186-1 ,129.1064137,37.53089361,03/01/2018
강원도,동해시,약국,영동약국,사립,09/07/2000,,,033-533-7702,N,강원도 동해시 중앙로 237 (천곡동),강원도 동해시 천곡동 1072,129.1137753,37.52203121,03/01/2018
강원도,동해시,약국,한빛약국,사립,08/30/2000,,,033-535-8060,N,강원도 동해시 중앙로 214 (천곡동),강원도 동해시 천곡동 886,129.1157484,37.51991681,03/01/2018
강원도,동해시,약국,이화약국,사립,08/16/2000,,,033-535-5512,N,강원도 동해시 한섬로 125 (천곡동),강원도 동해시 천곡동 876,129.1174935,37.52186271,03/01/2018
강원도,동해시,약국,한마음약국,사립,08/01/2000,,,033-521-9998,N,강원도 동해시 효자로 691 (효가동),강원도 동해시 효가동 153-1,129.1096877,37.49290491,03/01/2018
강원도,동해시,약국,보생약국,사립,06/27/2000,,,033-532-4952,N,강원도 동해시 하평로 10 (평릉동),강원도 동해시 평릉동 187-5,129.1061715,37.53088781,03/01/2018
강원도,동해시,약국,금강산약국,사립,04/04/2000,,,033-535-2353,N,강원도 동해시 중앙로 231 (천곡동),강원도 동해시 천곡동 1069,129.1140946,37.52136591,03/01/2018
강원도,동해시,약국,동해물약국,사립,07/28/1998,,,033-531-4822,N,강원도 동해시 일출로 15 (발한동),강원도 동해시 발한동 3-10 ,129.1096562,37.55058051,03/01/2018
강원도,동해시,약국,온누리성모약국,사립,02/21/1998,,,033-522-1225,N,강원도 동해시 청운1길 29  1층 (동회동  대동아파트 상가동),강원도 동해시 동회동 442,129.1055386,37.48714471,03/01/2018
강원도,동해시,약국,동서약국,사립,09/10/1996,,,033-521-2468,N,강원도 동해시 오일장길 32 (북평동),강원도 동해시 북평동 15-5,129.1260046,37.48244171,03/01/2018
강원도,동해시,약국,하나약국,사립,09/13/1995,,,033-534-7702,N,강원도 동해시 삼화로 9-1 (이로동  하나약국),강원도 동해시 이로동 18-1,129.0683771,37.48733431,03/01/2018
강원도,동해시,약국,태화약국,사립,11/28/1994,,,033-531-8642,N,강원도 동해시 중앙로 180 (천곡동),강원도 동해시 천곡동 962-20,129.1171757,37.51724341,03/01/2018
강원도,동해시,약국,명진약국,사립,10/14/1991,,,033-533-6171,N,강원도 동해시 발한로 69 (부곡동),강원도 동해시 부곡동 68-6,129.1015381,37.53854841,03/01/2018
강원도,동해시,약국,희망약국,사립,09/14/1988,,,033-535-0628,N,강원도 동해시 천곡로 86-2  110호 (천곡동  대륜빌딩),강원도 동해시 천곡동 845,129.1150365,37.52285641,03/01/2018
강원도,동해시,약국,옵티마북삼약국,사립,09/14/1988,,,033-522-1596,N,강원도 동해시 지양길 2-1 (효가동),강원도 동해시 효가동 162-69,129.1102678,37.49751221,03/01/2018
강원도,동해시,약국,현대프라자약국,사립,06/13/1980,,,033-531-3193,N,강원도 동해시 향로복개로 2 (발한동),강원도 동해시 발한동 594-14,129.1021317,37.54160011,03/01/2018
강원도,동해시,약국,도미당약국,사립,10/15/1979,,,033-531-3583,N,강원도 동해시 발한로 202-2 (발한동),강원도 동해시 발한동 39-19 ,129.1088874,37.54758011,03/01/2018
강원도,동해시,약국,강원약국,사립,09/01/1979,,,033-533-4373,N,강원도 동해시 중앙로 223 (천곡동),강원도 동해시 발한동 39-19 ,129.1088874,37.54758011,03/01/2018
강원도,동해시,약국,광제약국,사립,07/20/1978,,,033-532-4109,N,강원도 동해시 송정중앙로 59 (송정동),강원도 동해시 송정동 848-6,129.1260016,37.49881361,03/01/2018
강원도,동해시,약국,금강약국,사립,05/26/1978,,,033-533-2309,N,강원도 동해시 발한로 180 (발한동),강원도 동해시 발한동 219-3,129.1062887,37.54685931,03/01/2018
강원도,동해시,약국,신신약국,사립,10/20/1975,,,033-531-6457,N,강원도 동해시 일출로 88 (묵호진동),강원도 동해시 묵호진동 15-85 ,129.1172334,37.55152541,03/01/2018
강원도,동해시,약국,은광약국,사립,12/04/1973,,,033-531-3585,N,강원도 동해시 발한로 236-1 (발한동),강원도 동해시 발한동 297-17,129.1078221,37.55029501,03/01/2018
강원도,동해시,안경업소,오렌즈동해점1001안경원,사립,,,,033-533-1010,N,강원도 동해시 한섬로 111-7 (천곡동),강원도 동해시 천곡동 863,129.1153111,37.52215461,03/01/2018
강원도,동해시,안경업소,다비치안경원,사립,,,,033-531-7707,N,강원도 동해시 천곡로 86  101호 (천곡동  동진빌딩),강원도 동해시 천곡동 847 ,129.1147194,37.52344321,03/01/2018
강원도,동해시,안경업소,정안경원,사립,,,,033-534-2537,N,강원도 동해시 한섬로 126(천곡동),강원도 동해시 천곡동 936-1,129.117872,37.522703,03/01/2018
강원도,동해시,안경업소,수안경원,사립,,,,033-521-0188,N,강원도 동해시 대동로 127(북평동),강원도 동해시 북평동 13-3,129.126012,37.483899,03/01/2018
강원도,동해시,안경업소,조은안경,사립,,,,033-531-5312,N,강원도 동해시 발한로 58 (부곡동),강원도 동해시 부곡동 83,129.1027216,37.53778321,03/01/2018
강원도,동해시,안경업소,안경나라,사립,,,,033-533-5121,N,강원도 동해시 청운1길 29  상가동 1029 1030 1031호 (동회동  대동아파트),강원도 동해시 동회동 442,129.1055386,37.48714471,03/01/2018
강원도,동해시,안경업소,아이스토리안경원,사립,,,,033-531-8007,N,강원도 동해시 대학로 16 (천곡동),강원도 동해시 천곡동 1061,129.1134928,37.52190501,03/01/2018
강원도,고성군,보건진료소,흘리보건진료소,공립(시군구립),12/07/1987,0,0,033-681-3373,N,강원도 고성군 간성읍 흘리길 190 (흘리보건진료소),강원도 고성군 간성읍 흘리길 190 (흘리보건진료소),128.3740103,38.26434131,04/09/2018
강원도,고성군,의원,박희홍의원,개인,05/03/1999,0,0,033-682-8282,N,강원도 고성군 거진읍 거탄진로 137,강원도 고성군 거진읍 거진287-63,128.4557426,38.4470871,04/09/2018
강원도,고성군,의원,서울의원,개인,01/31/1989,0,0,033-682-2474,N,강원도 고성군 거진읍 거진길 20,강원도 고성군 거진읍 거진8리3반,128.4540399,38.44570977,04/09/2018
강원도,고성군,의원,세브란의원,개인,12/05/2001,0,0,033-682-7755,N,강원도 고성군 거진읍 거진시장길 11,강원도 고성군 거진읍 거진리 277번지 4호,128.4548789,38.44756851,04/09/2018
강원도,고성군,의원,수안의원,개인,07/21/2014,0,0,033-681-9075,N,강원도 고성군 간성읍 간성로 23,강원도 고성군 간성읍 신안리 248번지 1호,128.472586,38.37867685,04/09/2018
강원도,고성군,의원,우리내과의원,개인,03/21/2013,0,0,033-822-2008,N,강원도 고성군 거진읍 거진길 38,강원도 고성군 거진읍 거진리 281번지 5호,128.4547538,38.44698033,04/09/2018
강원도,고성군,의원,유정형외과의원,개인,08/18/2014,0,0,033-681-8372,N,강원도 고성군 거진읍 거진길 53,강원도 고성군 거진읍 거진리 262번지 5호,128.4558441,38.44842941,04/09/2018
강원도,고성군,의원,제일의원,개인,04/19/2013,0,0,033-681-7582,N,강원도 고성군 간성읍 간성로 24,강원도 고성군 간성읍 신안리 250번지 1호,128.4722739,38.37912716,04/09/2018
강원도,고성군,의원,한림의원,개인,02/07/2001,0,0,033-682-7575,N,강원도 고성군 간성읍 간성로 56,강원도 고성군 간성읍 하리 7번지 4호,128.4688246,38.37947655,04/09/2018
강원도,고성군,치과의원,강치과의원,개인,07/19/2007,0,0,033-681-7528,N,강원도 고성군 간성읍 간성로 34,강원도 고성군 간성읍 신안리 254번지 8호,128.4715739,38.37908372,04/09/2018
강원도,고성군,치과의원,고성 좋은 치과의원,개인,09/23/2013,0,0,033-682-7888,N,강원도 고성군 거진읍 거진길 37-1,강원도 고성군 거진읍 거진리 277번지 7호,128.4547341,38.44725131,04/09/2018
강원도,고성군,치과의원,명인치과의원,개인,03/05/2007,0,0,033-681-7528,N,강원도 고성군 간성읍 간성로 50,강원도 고성군 간성읍 신안리 268번지 1호,128.4696203,38.37934129,04/09/2018
강원도,고성군,치과의원,미소치과의원,개인,06/20/2016,0,0,033-681-2875,N,강원도 고성군 간성읍 간성로 54-1 (수복상사),강원도 고성군 간성읍 간성로 54-1 (수복상사),128.4690321,38.37942855,04/09/2018
강원도,고성군,치과의원,바른치과의원,개인,05/04/1998,0,0,033-681-1877,N,강원도 고성군 간성읍 간성로 24,강원도 고성군 간성읍 신안리250-1,128.4723616,38.37911033,04/09/2018
강원도,고성군,한의원,고성우리한의원,개인,10/25/2006,0,0,033-682-9119,N,강원도 고성군 거진읍 거탄진로 110,강원도 고성군 거진읍 거진187-159,128.4542035,38.4449549,04/09/2018
강원도,고성군,한의원,중국한의원,개인,08/01/2013,0,0,033-681-8838,N,강원도 고성군 간성읍 간성로 34,강원도 고성군 간성읍 신안리 254번지 8호,128.4715739,38.37908372,04/09/2018
강원도,고성군,한의원,해흥한의원,개인,03/28/1986,0,0,033-682-1808,N,강원도 고성군 거진읍 거탄진로 123,강원도 고성군 거진읍 거진 279-50,128.4546617,38.44610504,04/09/2018
강원도,고성군,한의원,호산한의원,개인,08/26/1996,0,0,033-681-6260,N,강원도 고성군 간성읍 간성로 62,강원도 고성군 간성읍 상1리,128.4682292,38.37951265,04/09/2018
강원도,동해시,치과의원,미소디자인치과의원,개인,01/16/2018,0,0,033-522-2878,N,강원도 동해시 청운1길 55  2층 (나안동),강원도 동해시 나안동 178번지 9호,129.109484,37.487594,03/01/2018
강원도,동해시,치과의원,바른치과교정과치과의원,개인,11/20/2017,0,0,033-535-2885,N,강원도 동해시 중앙로 229  3층 (천곡동),강원도 동해시 천곡동 1068번지 중소기업은행,129.1142114,37.5211612,03/01/2018
강원도,동해시,치과의원,하얀미소치과의원,개인,11/11/2016,0,0,033-531-8575,N,강원도 동해시 발한로 224 (발한동),강원도 동해시 발한동 18-1,129.108661,37.550483,03/01/2018
강원도,동해시,의원,아이리스의원,개인,11/11/2016,0,0,033-535-0032,N,강원도 동해시 천곡로 86 (천곡동  동진빌딩),강원도 동해시 천곡동 847,129.114462,37.524191,03/01/2018
강원도,동해시,의원,365사랑의원,사립,08/29/2013,0,0,033-533-3652,N,강원도 동해시 발한로  167-2 (발한동),강원도 동해시 발한동 234-101,129.1048355,37.5469261,03/01/2018
강원도,동해시,의원,All바른의원,사립,03/03/2015,0,0,033-531-7575,N,강원도 동해시 발한로 210 (발한동),강원도 동해시 발한동 39-18 ,129.1090751,37.5482461,03/01/2018
강원도,동해시,의원,Dr. 하석우의 한사랑의원,사립,02/12/2001,0,0,033-522-2244,N,강원도 동해시 효자남길 16  1층 (동회동  월드상가),강원도 동해시 동회동 81-2 월드상가 1층,129.1087511,37.4876841,03/01/2018
강원도,동해시,한의원,감초당한의원,사립,08/29/1998,0,0,033-535-5385,N,강원도 동해시 발한로 213-1 (발한동),강원도 동해시 발한동 33-1,129.1085445,37.5485681,03/01/2018
강원도,동해시,한의원,경희약손한의원,사립,07/23/2001,0,0,033-522-4246,N,강원도 동해시 청운1길 52 (쇄운동),강원도 동해시 쇄운동 3-8,129.1089051,37.4859328,03/01/2018
강원도,동해시,의원,고산부인과의원,사립,01/27/1996,6,9,033-535-5528,N,강원도 동해시 한섬로 125 (천곡동),강원도 동해시 천곡동 876,129.1174935,37.5218627,03/01/2018
강원도,동해시,치과의원,고헌주치과의원,사립,05/10/1983,0,0,033-533-0003,N,강원도 동해시 발한로 206 (발한동),강원도 동해시 발한동 39-4,129.1089583,37.5478561,03/01/2018
강원도,동해시,한의원,광제한의원,사립,02/22/1999,0,0,033-521-7560,N,강원도 동해시 효자로 687-1 (효가동),강원도 동해시 북삼동 162-49,129.1092171,37.4927399,03/01/2018
강원도,동해시,치과의원,굿모닝치과의원,사립,07/15/2004,0,0,033-521-1575,N,강원도 동해시 청운1길 50  2층 (쇄운동),강원도 동해시 쇄운동 3-1 ,129.1086923,37.4859195,03/01/2018
강원도,동해시,의원,그레이스산부인과의원,사립,10/06/2003,9,9,033-532-0050,N,강원도 동해시 천곡로 86-2  3층 (천곡동  대륜빌딩),강원도 동해시 천곡동 845,129.1150365,37.5228564,03/01/2018
강원도,강릉시,치과의원,김은겸치과의원,민간,06/15/1992,0,0,033-647-3301,N,강원도 강릉시 금성로 46 (금학동),강원도 강릉시 금학동 56번지 2호,128.895947,37.752698,03/28/2018
강원도,강릉시,치과의원,약손치과의원,민간,09/23/1992,0,0,033-647-4849,N,강원도 강릉시 경강로 2098  2층 (임당동  동해칼라),강원도 강릉시 임당동 121번지 2호,128.896291,37.754893,03/28/2018
강원도,강릉시,치과의원,마미치과의원,민간,12/08/2003,0,0,033-647-5275,N,강원도 강릉시 경강로 2102  3층 (임당동  신영빌딩),강원도 강릉시 임당동 119번지 2호,128.89677,37.755097,03/28/2018
강원도,강릉시,치과의원,가인치과의원,민간,04/29/1995,0,0,033-647-8222,N,강원도 강릉시 경강로 2091 (임당동),강원도 강릉시 임당동 85번지 8호,128.895641,37.754637,03/28/2018
강원도,강릉시,치과의원,강현규치과의원,민간,01/09/1968,0,0,033-648-2742,N,강원도 강릉시 금성로42번길 14 (임당동),강원도 강릉시 임당동 126번지 14호,128.895622,37.753989,03/28/2018
강원도,강릉시,치과의원,뉴사랑심는치과의원,민간,12/03/2014,0,0,033-648-2875,N,강원도 강릉시 경강로 2109  3층 (임당동  문선빌딩),강원도 강릉시 임당동 112번지 1호,128.897273,37.7554,03/28/2018
강원도,강릉시,치과의원,신영치과의원,민간,11/27/1999,0,0,033-648-3888,N,강원도 강릉시 경강로 2100  3층 (임당동  신영빌딩),강원도 강릉시 임당동 119번지 3호 신영빌딩 3층,128.896542,37.754973,03/28/2018
강원도,강릉시,치과의원,정치과의원,민간,04/04/1975,0,0,033-648-4838,N,강원도 강릉시 문화의길 14-1 (임당동),강원도 강릉시 임당동 40번지 1호,128.894378,37.755295,03/28/2018
강원도,강릉시,치과의원,연세부부치과의원,민간,04/13/1996,0,0,033-648-7575,N,강원도 강릉시 경강로 2079  4층 (임당동  유암메디컬센터),강원도 강릉시 임당동 142번지 3호,128.8947,37.753797,03/28/2018
강원도,강릉시,치과의원,한진규치과의원,민간,04/29/1995,0,0,033-651-0823,N,강원도 강릉시 강릉대로 398 (포남동),강원도 강릉시 포남동 1240번지 2호,128.909057,37.769662,03/28/2018
강원도,강릉시,치과의원,현대치과의원,민간,11/27/1999,0,0,033-651-2875,N,강원도 강릉시 하평길 46  2층 (포남동),강원도 강릉시 포남동 1187번지 용인빌딩2층,128.91407,37.770272,03/28/2018
강원도,강릉시,치과의원,본치과의원,민간,06/25/2009,0,0,033-652-2228,N,강원도 강릉시 입암로 157  2층 (입암동  제일빌딩),강원도 강릉시 입암동 100번지 1호 제일빌딩2층,128.918344,37.759742,03/28/2018
강원도,강릉시,치과의원,미소치과의원,민간,07/27/2007,0,0,033-652-2275,N,강원도 강릉시 성덕포남로 53  204호 (입암동  모닝프라자),강원도 강릉시 입암동 708번지 1호,128.918921,37.759585,03/28/2018
강원도,강릉시,치과의원,유디치과의원,민간,07/15/2010,0,0,033-655-6400,N,강원도 강릉시 금성로 60  3 4층 (성내동  로얄빌딩),강원도 강릉시 성내동 15-1,128.894756,37.751842,03/28/2018
강원도,강릉시,치과의원,제일치과의원,민간,05/06/1995,0,0,033-661-2811,N,강원도 강릉시 주문진읍 주문로 60,강원도 강릉시 주문진읍 교항리 181번지 38호,128.825906,37.889226,03/28/2018
강원도,강릉시,치과의원,권혁태치과의원,민간,04/26/1990,0,0,033-661-3342,N,강원도 강릉시 주문진읍 주문로 68-1,강원도 강릉시 주문진읍 교항리 181번지 29호,128.825983,37.889991,03/28/2018
강원도,강릉시,치과의원,서울치과의원,민간,04/02/2003,0,0,033-661-8275,N,강원도 강릉시 주문진읍 주문로 79-1,강원도 강릉시 주문진읍 주문리 324번지 29호,128.82588,37.890965,03/28/2018
강원도,강릉시,치과의원,김치과의원,민간,05/10/1993,0,0,033-662-1399,N,강원도 강릉시 주문진읍 주문로 70,강원도 강릉시 주문진읍 교항리 181번지 14호,128.825996,37.890126,03/28/2018
강원도,강릉시,치과의원,수치과의원,민간,03/04/2009,0,0,033-662-2275,N,강원도 강릉시 주문진읍 작은다리길 16  2층,강원도 강릉시 주문진읍 교항리 181번지 3호 (2층),128.826307,37.890493,03/28/2018
강원도,강릉시,치과의원,주문진중앙치과의원,민간,02/22/2008,0,0,033-662-7528,N,강원도 강릉시 주문진읍 주문로 123,강원도 강릉시 주문진읍 361번지 5호,128.828205,37.894472,03/28/2018
강원도,강릉시,치과의원,참사랑치과의원,민간,12/03/2014,0,0,033-655-2875,N,강원도 강릉시 경강로 2109  2층 (임당동  문선빌딩),강원도 강릉시 임당동 112번지 1호,128.897273,37.7554,03/28/2018
강원도,강릉시,치과의원,아이조은치과의원,민간,11/06/2014,0,0,033-642-2879,N,강원도 강릉시 교동광장로 115  3층 (교동),강원도 강릉시 교동 1881번지 4호,128.876056,37.764416,03/28/2018
강원도,강릉시,치과의원,지앤박치과의원,민간,03/14/2018,0,0,033-644-3456,N,강원도 강릉시 선수촌로 130  2층 (유천동),강원도 강릉시 유천동 756-3,128.870138,37.762632,03/28/2018
강원도,강릉시,치과의원,스마일치과의원,민간,02/05/2018,0,0,033-655-2275,N,강원도 강릉시 선수촌로 77 (홍제동),강원도 강릉시 홍제동 1020-3,128.870138,37.762632,03/28/2018
강원도,강릉시,치과의원,미시간치과의원,민간,05/25/2017,0,0,033-646-2875,N,강원도 강릉시 금성로 58 (금학동),강원도 강릉시 금학동 71,128.89494,37.752157,03/28/2018
강원도,강릉시,한의원,옥계한의원,민간,10/28/2014,0,0,033-534-1680,N,강원도 강릉시 옥계면 현내시장길 71,강원도 강릉시 옥계면 현내리 361-1,129.03565,37.60912,03/28/2018
강원도,강릉시,한의원,경희삼대한의원,민간,07/29/2015,0,0,033-642-0751,N,강원도 강릉시 금성로31번길 5  1층 (성남동),강원도 강릉시 성남동 60번지 8호,128.897596,37.753036,03/28/2018
강원도,강릉시,한의원,지남한의원,민간,08/10/2001,0,0,033-642-1075,N,강원도 강릉시 경강로 2120  503호 (옥천동  씨네몰),강원도 강릉시 옥천동 189번지 씨네몰(5층 503호),128.898163,37.755807,03/28/2018
강원도,강릉시,한의원,심석인한의원,민간,05/02/2016,0,0,033-642-4188,N,강원도 강릉시 교동광장로 139  2층 (교동),강원도 강릉시 교동 1861-3,128.87906,37.76315,03/28/2018
강원도,강릉시,한의원,늘푸른한의원,민간,10/29/2002,0,0,033-642-9950,N,강원도 강릉시 솔올로 44 (교동),강원도 강릉시 교1동 1867번지 3호 신아빌딩2층,128.878466,37.76575,03/28/2018
강원도,강릉시,한의원,한중한의원,민간,11/02/1988,0,0,033-643-1443,N,강원도 강릉시 금성로 27-2 (성남동),강원도 강릉시 성남동 60번지 10호,128.897579,37.753523,03/28/2018
강원도,강릉시,한의원,자연한의원,민간,02/15/2006,0,0,033-643-7584,N,강원도 강릉시 경강로 2097  3층 (임당동),강원도 강릉시 임당동 86번지 3층,128.896291,37.754893,03/28/2018
강원도,강릉시,한의원,동의보감한의원,민간,08/18/2000,0,0,033-643-8848,N,강원도 강릉시 금성로31번길 8 (성남동),강원도 강릉시 성남동 98번지 2호,128.897606,37.75291,03/28/2018
강원도,강릉시,한의원,중인당한의원,민간,07/29/2005,0,0,033-646-1688,N,강원도 강릉시 주문진읍 주문로 93,강원도 강릉시 주문진읍 주문리 333번지 5호,128.826042,37.892198,03/28/2018
강원도,강릉시,한의원,용한의원,민간,10/31/2012,0,0,033-646-2048,N,강원도 강릉시 옥가로 56 (옥천동),강원도 강릉시 옥천동 330번지 3호,128.900396,37.761196,03/28/2018
강원도,강릉시,한의원,한서한의원,민간,12/28/2002,0,0,033-646-9114,N,강원도 강릉시 솔올로5번길 52  2층 (교동  청호빌딩),강원도 강릉시 교동 1888번지 1호 청호빌딩2층,128.87718,37.763543,03/28/2018
강원도,강릉시,한의원,경희기운찬한의원,민간,08/12/2014,0,0,033-647-9966,N,강원도 강릉시 성덕포남로 45-8  2층 203호 (입암동  덕양빌딩),강원도 강릉시 입암동 708번지 3호,128.919704,37.757768,03/28/2018
강원도,강릉시,한의원,사임당 한의원,민간,09/21/2012,0,0,033-648-8075,N,강원도 강릉시 토성로 125-1 (용강동),강원도 강릉시 용강동 44번지 23호,128.890576,37.754306,03/28/2018
강원도,강릉시,한의원,신생한의원,민간,01/22/1979,0,0,033-648-9005,N,강원도 강릉시 문화의길 18 (임당동),강원도 강릉시 임당동 40번지 16호,128.894063,37.755514,03/28/2018
강원도,강릉시,한의원,단주한의원,민간,09/12/2016,0,0,033-651-5005,N,강원도 강릉시 하평길 31  2층 (포남동),강원도 강릉시 포남동 1292,128.911492,37.770166,03/28/2018
강원도,강릉시,한의원,맑은샘한의원,민간,06/03/2015,0,0,033-652-3075,N,강원도 강릉시 연당길 78 (초당동),강원도 강릉시 초당동 155-3,128.915211,37.784572,03/28/2018
강원도,강릉시,한의원,율곡한의원,민간,02/17/1999,0,0,033-652-9111,N,강원도 강릉시 하평길 40 (포남동),강원도 강릉시 포남동 1186-1,128.913001,37.770146,03/28/2018
강원도,강릉시,한의원,중앙한의원,민간,03/16/2015,0,0,033-655-7585,N,강원도 강릉시 율곡로 2791  1층 (성남동),강원도 강릉시 성남동 45-9,128.90095,37.754444,03/28/2018
강원도,강릉시,한의원,노승현경희한의원,민간,08/28/2012,0,0,033-662-6200,N,강원도 강릉시 임영로116번길 3 (성내동),강원도 강릉시 성내동 12-14,128.894169,37.752107,03/28/2018
강원도,강릉시,한의원,한빛한의원,민간,03/19/2002,0,0,033-642-3733,N,강원도 강릉시 옥가로 19 (옥천동),강원도 강릉시 옥천동 153번지,128.898951,37.758081,03/28/2018
강원도,강릉시,한의원,자운영한의원,민간,03/28/2008,0,0,033-642-7588,N,강원도 강릉시 금성로42번길 2  2층 (금학동),강원도 강릉시 금학동 46번지 1호 2층,128.895818,37.753347,03/28/2018
강원도,강릉시,한의원,솔올한의원,민간,04/24/2009,0,0,033-642-8868,N,강원도 강릉시 교동광장로 117 (교동),강원도 강릉시 교동 1881번지 7호,128.877786,37.764881,03/28/2018
